objectid,id_centrale,code_centrale,libelle_centrale,annee,libelle_groupage,type_compteur,type_comptage,nb_canaux,nb_annee,code_canal,mja_jo,mja_tcj,mja_pl_tcj,hp_johvs_matin,hp_johvs_soir,tir_tcj,v85ma_tcj,vtma_tcj,descriptif_periode,time_days,name,oneway,ref_mmm,highway,nom_commune,cycles,osm_id
336,37,189499,MONTPELLIER. Avenue de la Justice de Castelnau,2018,Flandre_Dunant,compteur feux,comptage bidirectionnel,3,9,0,11188,10230,,842 (8h00 - 9h00),877 (17h00 - 18h00),,,,du 01/01/2018 au 08/12/2018,341,Avenue de la Justice de Castelnau,YES, ,primary,Montpellier,Bande cyclable droite,590382133
9002,11,19211,RM065 ROUTOUS - MMt34.a,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,16696,15125,788,,,,,,du 01/01/2018 au 31/12/2018,364,Route de Jacou,UNKNOWN, ,primary,Vendargues, ,22956914
9000,11,19211,RM065 ROUTOUS - MMt34.a,2018,Vendargues_Le Cres,compteur permanent,comptage bidirectionnel,3,12,0,8408,7522,359,713 (8h00 - 9h00),640 (17h00 - 18h00),10,69,56,du 01/01/2018 au 31/12/2018,364,Route de Jacou,UNKNOWN, ,primary,Vendargues, ,22956914
9001,11,19211,RM065 ROUTOUS - MMt34.a,2018,Le Cres_Vendargues,compteur permanent,comptage bidirectionnel,3,12,1,8288,7603,429,589 (12h00 - 13h00),624 (15h00 - 16h00),17,72,54,du 01/01/2018 au 31/12/2018,364,Route de Jacou,UNKNOWN, ,primary,Vendargues, ,22956914
7083,1294,193587,LATTES-BOIRARGUES. Avenue de la Gare Sud de France,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,4723,4228,125,,,,,,du 08/10/2018 au 16/10/2018,8,Avenue de la Gare,UNKNOWN, ,tertiary,Lattes, ,547268120
7082,1294,193587,LATTES-BOIRARGUES. Avenue de la Gare Sud de France,2018,D189_Banquiere,compteur ponctuel,comptage bidirectionnel,3,2,1,2495,2233,57,263 (8h00 - 9h00),324 (15h00 - 16h00),2,67,56,du 08/10/2018 au 16/10/2018,8,Avenue de la Gare,UNKNOWN, ,tertiary,Lattes, ,547268120
7081,1294,193587,LATTES-BOIRARGUES. Avenue de la Gare Sud de France,2018,Banquiere_D189,compteur ponctuel,comptage bidirectionnel,3,2,0,2228,1995,68,173 (8h15 - 9h15),310 (17h15 - 18h15),1,65,55,du 08/10/2018 au 16/10/2018,8,Avenue de la Gare,UNKNOWN, ,tertiary,Lattes, ,547268120
1308,1011,195706,MONTPELLIER. Avenue Raymond Dugrand 2040,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,8,Z,22332,20944,912,,,,,,du 09/02/2018 au 19/07/2018,160,Avenue de Boirargues,YES, ,primary,Montpellier,Voie verte et assimilé,554882762
1307,1011,195706,MONTPELLIER. Avenue Raymond Dugrand 2040,2018,Picasso_Carnon,compteur tournant,comptage bidirectionnel,3,8,1,11189,10456,599,871 (11h45 - 12h45),1132 (17h15 - 18h15),56,62,52,du 09/02/2018 au 19/07/2018,160,Avenue de Boirargues,YES, ,primary,Montpellier,Voie verte et assimilé,554882762
1306,1011,195706,MONTPELLIER. Avenue Raymond Dugrand 2040,2018,Carnon_Picasso,compteur tournant,comptage bidirectionnel,3,8,0,11143,10488,313,817 (8h00 - 9h00),957 (18h00 - 19h00),44,59,50,du 09/02/2018 au 19/07/2018,160,Avenue de Boirargues,YES, ,primary,Montpellier,Voie verte et assimilé,554882762
88,993,199186,MONTPELLIER. Avenue du Mondial 98,2018,Sens cumulés,compteur feux,comptage bidirectionnel,3,9,Z,14977,13790,,,,,,,du 01/01/2018 au 08/12/2018,341,Avenue du Mondial 98,YES, ,secondary,Montpellier,Bande cyclable droite,718490202
87,993,199186,MONTPELLIER. Avenue du Mondial 98,2018,Vinci_Odysseum,compteur feux,comptage bidirectionnel,3,9,1,7862,7227,,689 (8h00 - 9h00),576 (17h00 - 18h00),,,,du 01/01/2018 au 08/12/2018,341,Avenue du Mondial 98,YES, ,secondary,Montpellier,Bande cyclable droite,718490202
86,993,199186,MONTPELLIER. Avenue du Mondial 98,2018,Vinci_Granier,compteur feux,comptage bidirectionnel,3,9,0,7115,6563,,498 (12h00 - 13h00),728 (17h00 - 18h00),,,,du 01/01/2018 au 08/12/2018,341,Avenue du Mondial 98,YES, ,secondary,Montpellier,Bande cyclable droite,718490202
1749,1191,20203,JUVIGNAC. RM5E1 3136,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,1667,1375,33,,,,,,du 20/03/2018 au 06/08/2018,139, ,UNKNOWN, ,tertiary,Juvignac, ,9509726
1748,1191,20203,JUVIGNAC. RM5E1 3136,2018,RN109_RM5,compteur tournant,comptage bidirectionnel,3,7,1,992,815,22,60 (7h45 - 8h45),126 (16h15 - 17h15),13,79,68,du 20/03/2018 au 06/08/2018,139, ,UNKNOWN, ,tertiary,Juvignac, ,9509726
1747,1191,20203,JUVIGNAC. RM5E1 3136,2018,RM5_RN109,compteur tournant,comptage bidirectionnel,3,7,0,675,560,11,63 (7h30 - 8h30),64 (17h00 - 18h00),7,76,64,du 20/03/2018 au 06/08/2018,139, ,UNKNOWN, ,tertiary,Juvignac, ,9509726
3470,1272,202298,CASTELNAU LE LEZ.Avenue Georges Freche,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,20548,19193,1071,,,,,,du 18/09/2018 au 26/09/2018,8,Avenue Georges Frêche,NO, ,secondary,Castelnau-le-Lez, ,720016657
3469,1272,202298,CASTELNAU LE LEZ.Avenue Georges Freche,2018,Dantoine_Salaison,compteur ponctuel,comptage bidirectionnel,3,1,1,11854,11085,572,1202 (8h15 - 9h15),905 (13h30 - 14h30),29,56,45,du 18/09/2018 au 26/09/2018,8,Avenue Georges Frêche,NO, ,secondary,Castelnau-le-Lez, ,720016657
3468,1272,202298,CASTELNAU LE LEZ.Avenue Georges Freche,2018,Salaison_Dantoine,compteur ponctuel,comptage bidirectionnel,3,1,0,8694,8108,499,702 (7h30 - 8h30),662 (18h00 - 19h00),31,56,47,du 18/09/2018 au 26/09/2018,8,Avenue Georges Frêche,NO, ,secondary,Castelnau-le-Lez, ,720016657
7105,1295,203628,LATTES. Rue de la Fontaine de la Banquiere,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1808,1802,193,,,,,,du 08/10/2018 au 16/10/2018,8,Rue Fernand Braudel,UNKNOWN, ,residential,Montpellier, ,697765401
7104,1295,203628,LATTES. Rue de la Fontaine de la Banquiere,2018,Brousse_Mas Rouge,compteur ponctuel,comptage bidirectionnel,3,1,1,941,920,101,72 (5h45 - 6h45),329 (15h00 - 16h00),0,56,43,du 08/10/2018 au 16/10/2018,8,Rue Fernand Braudel,UNKNOWN, ,residential,Montpellier, ,697765401
7103,1295,203628,LATTES. Rue de la Fontaine de la Banquiere,2018,Mas Rouge_Brousse,compteur ponctuel,comptage bidirectionnel,3,1,0,867,882,92,54 (0h00 - 1h00),316 (15h15 - 16h15),0,55,42,du 08/10/2018 au 16/10/2018,8,Rue Fernand Braudel,UNKNOWN, ,residential,Montpellier, ,697765401
4216,1311,2045,MONTPELLIER. Rue du Faubourg Boutonnet,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1064,1236,143,,,,,,du 08/11/2018 au 19/11/2018,11,Rue du Faubourg Boutonnet,NO, ,residential,Montpellier, ,9614277
4214,1311,2045,MONTPELLIER. Rue du Faubourg Boutonnet,2018,Mende_Marchand,compteur ponctuel,comptage bidirectionnel,3,1,0,799,855,109,95 (11h45 - 12h45),152 (17h00 - 18h00),10,41,26,du 08/11/2018 au 19/11/2018,11,Rue du Faubourg Boutonnet,NO, ,residential,Montpellier, ,9614277
4215,1311,2045,MONTPELLIER. Rue du Faubourg Boutonnet,2018,Marchand_Mende,compteur ponctuel,comptage bidirectionnel,3,1,1,265,381,34,48 (12h00 - 13h00),85 (17h00 - 18h00),9,42,24,du 08/11/2018 au 19/11/2018,11,Rue du Faubourg Boutonnet,NO, ,residential,Montpellier, ,9614277
4121,1276,204959,MONTPELLIER. Boulevard Paul Valery,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,3257,2940,371,,,,,,du 20/09/2018 au 04/10/2018,14,Boulevard Paul Valéry,UNKNOWN, ,residential,Montpellier, ,548557881
4120,1276,204959,MONTPELLIER. Boulevard Paul Valery,2018,Cholet-Marquerose,compteur ponctuel,comptage bidirectionnel,3,2,1,1796,1619,231,158 (11h45 - 12h45),256 (17h30 - 18h30),46,37,24,du 20/09/2018 au 04/10/2018,14,Boulevard Paul Valéry,UNKNOWN, ,residential,Montpellier, ,548557881
4119,1276,204959,MONTPELLIER. Boulevard Paul Valery,2018,Marquerose-Cholet,compteur ponctuel,comptage bidirectionnel,3,2,0,1461,1321,140,196 (7h45 - 8h45),116 (17h15 - 18h15),72,41,31,du 20/09/2018 au 04/10/2018,14,Boulevard Paul Valéry,UNKNOWN, ,residential,Montpellier, ,548557881
1334,1183,206280,LATTES. RM189 3076,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,7,Z,13906,12818,229,,,,,,du 19/03/2018 au 07/08/2018,141,Avenue de Boirargues,UNKNOWN, ,secondary,Lattes,Voie verte et assimilé,842711774
1333,1183,206280,LATTES. RM189 3076,2018,RM21_RM58,compteur permanent,comptage bidirectionnel,3,7,1,7034,6489,90,561 (11h30 - 12h30),772 (17h45 - 18h45),88,69,59,du 19/03/2018 au 07/08/2018,141,Avenue de Boirargues,UNKNOWN, ,secondary,Lattes,Voie verte et assimilé,842711774
1332,1183,206280,LATTES. RM189 3076,2018,RM58_RM21,compteur permanent,comptage bidirectionnel,3,7,0,6872,6329,139,687 (8h15 - 9h15),523 (17h15 - 18h15),87,69,59,du 19/03/2018 au 07/08/2018,141,Avenue de Boirargues,UNKNOWN, ,secondary,Lattes,Voie verte et assimilé,842711774
1363,978,207311,MONTPELLIER. Avenue Jacques Cartier,2018,Juvenal_Poseidon,compteur feux,comptage unidirectionnel,1,8,0,,,,527 (8h00 - 9h00),707 (18h00 - 19h00),,,,,,Avenue Jacques Cartier,YES, ,secondary,Montpellier,Bande cyclable droite,810896236
8170,1218,207464,VENDARGUES. RM145 3125,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,3027,2792,37,,,,,,du 03/04/2018 au 31/12/2018,272,Route de Teyran,UNKNOWN, ,tertiary,Vendargues, ,842005118
8169,1218,207464,VENDARGUES. RM145 3125,2018,RM610_RM21,compteur tournant,comptage bidirectionnel,3,7,1,1522,1404,21,129 (11h45 - 12h45),194 (17h15 - 18h15),15,80,67,du 03/04/2018 au 31/12/2018,272,Route de Teyran,UNKNOWN, ,tertiary,Vendargues, ,842005118
8168,1218,207464,VENDARGUES. RM145 3125,2018,RM21_RM610,compteur tournant,comptage bidirectionnel,3,7,0,1505,1388,16,148 (8h15 - 9h15),135 (17h00 - 18h00),23,87,72,du 03/04/2018 au 31/12/2018,272,Route de Teyran,UNKNOWN, ,tertiary,Vendargues, ,842005118
5262,1178,24105,COURNONTERRAL. Route de Fabregues,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1266,1180,10,,,,,,du 09/03/2018 au 20/03/2018,11,Route de Fabrègues,UNKNOWN, ,tertiary,Cournonterral, ,48835668
5260,1178,24105,COURNONTERRAL. Route de Fabregues,2018,RD5_Coquelicots,compteur ponctuel,comptage bidirectionnel,3,1,0,792,730,6,58 (10h45 - 11h45),85 (17h45 - 18h45),0,38,27,du 09/03/2018 au 20/03/2018,11,Route de Fabrègues,UNKNOWN, ,tertiary,Cournonterral, ,48835668
5261,1178,24105,COURNONTERRAL. Route de Fabregues,2018,Coquelicots_RD5,compteur ponctuel,comptage bidirectionnel,3,1,1,474,450,4,49 (7h15 - 8h15),41 (13h15 - 14h15),0,37,25,du 09/03/2018 au 20/03/2018,11,Route de Fabrègues,UNKNOWN, ,tertiary,Cournonterral, ,48835668
5238,1186,24629,COURNONTERRAL. M114 3089,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,4593,4189,181,,,,,,du 16/03/2018 au 01/08/2018,138,Route de Cournonterral,UNKNOWN, ,tertiary,Cournonterral, ,30881243
5236,1186,24629,COURNONTERRAL. M114 3089,2018,M5_M613,compteur tournant,comptage bidirectionnel,3,7,0,2499,2310,101,186 (7h30 - 8h30),217 (16h30 - 17h30),23,75,63,du 16/03/2018 au 01/08/2018,138,Route de Cournonterral,UNKNOWN, ,tertiary,Cournonterral, ,30881243
5237,1186,24629,COURNONTERRAL. M114 3089,2018,M613_M5,compteur tournant,comptage bidirectionnel,3,7,1,2094,1879,80,155 (11h30 - 12h30),287 (17h15 - 18h15),14,70,61,du 16/03/2018 au 01/08/2018,138,Route de Cournonterral,UNKNOWN, ,tertiary,Cournonterral, ,30881243
9071,1187,24630,FABREGUES. RM185 2028,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,1684,1490,92,,,,,,du 16/03/2018 au 31/12/2018,290,Chemin de Saussan,UNKNOWN, ,tertiary,Cournonterral, ,22908559
9070,1187,24630,FABREGUES. RM185 2028,2018,RM613_RM5,compteur tournant,comptage bidirectionnel,3,7,1,905,803,58,71 (11h45 - 12h45),128 (16h45 - 17h45),32,90,73,du 16/03/2018 au 31/12/2018,290,Chemin de Saussan,UNKNOWN, ,tertiary,Cournonterral, ,22908559
9069,1187,24630,FABREGUES. RM185 2028,2018,RM5_RM613,compteur tournant,comptage bidirectionnel,3,7,0,779,687,34,103 (7h15 - 8h15),54 (13h30 - 14h30),25,87,71,du 16/03/2018 au 31/12/2018,290,Chemin de Saussan,UNKNOWN, ,tertiary,Cournonterral, ,22908559
7690,1330,257,MONTPELLIER. Pont Jean Zuccarelli,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,20986,19672,,,,,,,du 05/11/2018 au 11/11/2018,6,Pont Jean Zuccarelli,UNKNOWN, ,secondary,Montpellier, ,4082887
7689,1330,257,MONTPELLIER. Pont Jean Zuccarelli,2018,Sept Cans_Marie de Montpellier,compteur ponctuel,comptage bidirectionnel,3,2,1,10908,10177,,891 (8h00 - 9h00),734 (14h00 - 15h00),,30,23,du 05/11/2018 au 11/11/2018,6,Pont Jean Zuccarelli,UNKNOWN, ,secondary,Montpellier, ,4082887
7688,1330,257,MONTPELLIER. Pont Jean Zuccarelli,2018,Marie de Montpellier_Sept Cans,compteur ponctuel,comptage bidirectionnel,3,2,0,10078,9495,,657 (8h00 - 9h00),745 (18h00 - 19h00),,18,11,du 05/11/2018 au 11/11/2018,6,Pont Jean Zuccarelli,UNKNOWN, ,secondary,Montpellier, ,4082887
9047,16,27236,RM065 E1 DEM Castelnau Le Lez -,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,17843,15834,210,,,,,,du 01/01/2018 au 31/12/2018,364, ,YES, ,primary,Le Crès, ,60705766
9045,16,27236,RM065 E1 DEM Castelnau Le Lez -,2018,Le Cres_Montpellier,compteur permanent,comptage bidirectionnel,3,12,0,9167,8146,107,1086 (8h00 - 9h00),713 (13h00 - 14h00),47,85,70,du 01/01/2018 au 31/12/2018,364, ,YES, ,primary,Le Crès, ,60705766
9046,16,27236,RM065 E1 DEM Castelnau Le Lez -,2018,Montpellier_Le Cres,compteur permanent,comptage bidirectionnel,3,12,1,8676,7688,103,747 (12h00 - 13h00),882 (18h00 - 19h00),40,83,67,du 01/01/2018 au 31/12/2018,364, ,YES, ,primary,Le Crès, ,60705766
8782,17,2907,RM005 COURNONSEC - MML34.f,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,11,Z,6687,6150,98,,,,,,du 01/01/2018 au 31/12/2018,364, ,UNKNOWN, ,secondary,Cournonsec, ,32390563
8780,17,2907,RM005 COURNONSEC - MML34.f,2018,Pignan_Montbazin,compteur permanent,comptage bidirectionnel,3,11,0,3573,3281,46,240 (8h00 - 9h00),444 (17h00 - 18h00),5,77,66,du 01/01/2018 au 31/12/2018,364, ,UNKNOWN, ,secondary,Cournonsec, ,32390563
8781,17,2907,RM005 COURNONSEC - MML34.f,2018,Montbazin_Pignan,compteur permanent,comptage bidirectionnel,3,11,1,3114,2869,52,345 (7h00 - 8h00),260 (17h00 - 18h00),4,76,66,du 01/01/2018 au 31/12/2018,364, ,UNKNOWN, ,secondary,Cournonsec, ,32390563
6146,757,2952,SAINT JEAN DE VEDAS. RM612,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,9,Z,36931,35193,1910,,,,,,du 08/02/2018 au 13/07/2018,155,Route de Sète,UNKNOWN, ,primary,Saint-Jean-de-Védas, ,4639452
6144,757,2952,SAINT JEAN DE VEDAS. RM612,2018,Rieucoulon_Puech Long,compteur permanent,comptage bidirectionnel,3,9,0,18673,17986,979,1315 (7h30 - 8h30),1703 (15h30 - 16h30),3,60,50,du 08/02/2018 au 13/07/2018,155,Route de Sète,UNKNOWN, ,primary,Saint-Jean-de-Védas, ,4639452
6145,757,2952,SAINT JEAN DE VEDAS. RM612,2018,Puech Long_Rieucoulon,compteur permanent,comptage bidirectionnel,3,9,1,18258,17207,931,1224 (11h30 - 12h30),1330 (18h00 - 19h00),6,63,50,du 08/02/2018 au 13/07/2018,155,Route de Sète,UNKNOWN, ,primary,Saint-Jean-de-Védas, ,4639452
5446,1318,30724,BAILLARGUES. Rue du Coustoulies,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,3750,3258,530,,,,,,du 26/11/2018 au 05/12/2018,9,Rue du Coustouliès,UNKNOWN, ,residential,Baillargues, ,49794152
5444,1318,30724,BAILLARGUES. Rue du Coustoulies,2018,Coustoulies_Cezanne,compteur ponctuel,comptage bidirectionnel,3,2,0,3653,3180,515,225 (7h45 - 8h45),755 (17h15 - 18h15),19,53,43,du 26/11/2018 au 05/12/2018,9,Rue du Coustouliès,UNKNOWN, ,residential,Baillargues, ,49794152
5445,1318,30724,BAILLARGUES. Rue du Coustoulies,2018,Cezanne_Coustoulies,compteur ponctuel,comptage bidirectionnel,3,2,1,97,78,15,20 (7h30 - 8h30),18 (17h00 - 18h00),7,39,27,du 26/11/2018 au 05/12/2018,9,Rue du Coustouliès,UNKNOWN, ,residential,Baillargues, ,49794152
7419,1155,30813,BAILLARGUES. Rue Jean Baptiste Calvignac,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,489,399,28,,,,,,du 12/01/2018 au 05/12/2018,327,Avenue Jean-Baptiste Calvignac,UNKNOWN, ,residential,Baillargues, ,79851133
7417,1155,30813,BAILLARGUES. Rue Jean Baptiste Calvignac,2018,Guilhem_Vendargues,compteur ponctuel,comptage bidirectionnel,3,1,0,295,237,12,36 (7h45 - 8h45),54 (17h00 - 18h00),2,29,18,du 12/01/2018 au 05/12/2018,327,Avenue Jean-Baptiste Calvignac,UNKNOWN, ,residential,Baillargues, ,79851133
7418,1155,30813,BAILLARGUES. Rue Jean Baptiste Calvignac,2018,Vendargues_Guilhem,compteur ponctuel,comptage bidirectionnel,3,1,1,194,162,16,24 (7h30 - 8h30),35 (17h00 - 18h00),1,37,24,du 12/01/2018 au 05/12/2018,327,Avenue Jean-Baptiste Calvignac,UNKNOWN, ,residential,Baillargues, ,79851133
4521,1223,31611,MONTPELLIER. Avenue du Petit Train,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,350,296,12,,,,,,du 02/05/2018 au 13/05/2018,11,Avenue du Petit Train,YES, ,residential,Montpellier, ,25529529
4519,1223,31611,MONTPELLIER. Avenue du Petit Train,2018,Sept Cans_Perrault,compteur ponctuel,comptage bidirectionnel,3,1,0,343,290,11,22 (11h00 - 12h00),44 (17h15 - 18h15),2,27,17,du 02/05/2018 au 13/05/2018,11,Avenue du Petit Train,YES, ,residential,Montpellier, ,25529529
4520,1223,31611,MONTPELLIER. Avenue du Petit Train,2018,Perrault_Sept Cans,compteur ponctuel,comptage bidirectionnel,3,1,1,7,6,1,1 (11h30 - 12h30),1 (17h30 - 18h30),,31,18,du 02/05/2018 au 13/05/2018,11,Avenue du Petit Train,YES, ,residential,Montpellier, ,25529529
7660,1324,31612,MONTPELLIER. Avenue du Professeur Antonelli,2018,Sens cumulés,compteur ponctuel,NR,1,1,Z,12486,11520,,,,,,,du 05/11/2018 au 11/11/2018,6,Avenue du Professeur Étienne Antonelli,YES, ,secondary,Montpellier, ,26223581
7955,1332,3212,MONTPELLIER. Avenue de Vanieres 2050,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,10,Z,28501,26422,2334,,,,,,du 08/02/2018 au 20/12/2018,315,Avenue de Vanières,YES, ,primary,Montpellier, ,22756085
7954,1332,3212,MONTPELLIER. Avenue de Vanieres 2050,2018,Loup_Bugarel,compteur tournant,comptage bidirectionnel,3,10,w,15657,14572,1177,1127 (7h00 - 8h00),1112 (14h00 - 15h00),,,,du 08/02/2018 au 20/12/2018,315,Avenue de Vanières,YES, ,primary,Montpellier, ,22756085
7953,1332,3212,MONTPELLIER. Avenue de Vanieres 2050,2018,Bugarel_Loup,compteur tournant,comptage bidirectionnel,3,10,v,12845,11851,1157,838 (8h30 - 9h30),827 (15h45 - 16h45),,,,du 08/02/2018 au 21/12/2018,316,Avenue de Vanières,YES, ,primary,Montpellier, ,22756085
4823,608,3217,MONTPELLIER. Avenue de la Recambale,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,9,Z,40844,37176,859,,,,,,du 01/01/2018 au 31/12/2018,364,Avenue de la Récambale,YES, ,primary,Montpellier, ,26771313
4822,608,3217,MONTPELLIER. Avenue de la Recambale,2018,Liberte_Laverune,compteur permanent,comptage bidirectionnel,3,9,w,20449,18655,451,1338 (8h00 - 9h00),1660 (17h00 - 18h00),,,,du 01/01/2018 au 31/12/2018,364,Avenue de la Récambale,YES, ,primary,Montpellier, ,26771313
4821,608,3217,MONTPELLIER. Avenue de la Recambale,2018,Laverune_Liberte,compteur permanent,comptage bidirectionnel,3,9,v,20395,18521,408,1782 (8h00 - 9h00),1540 (17h00 - 18h00),,,,du 01/01/2018 au 31/12/2018,364,Avenue de la Récambale,YES, ,primary,Montpellier, ,26771313
8707,1185,32605,MIREVAL. RM114 3090,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,7038,6249,157,,,,,,du 16/03/2018 au 01/08/2018,138, ,UNKNOWN, ,secondary,Fabrègues, ,22876930
8706,1185,32605,MIREVAL. RM114 3090,2018,RM612_RM613,compteur tournant,comptage bidirectionnel,3,7,1,3666,3256,87,219 (11h30 - 12h30),457 (17h00 - 18h00),24,86,72,du 16/03/2018 au 01/08/2018,138, ,UNKNOWN, ,secondary,Fabrègues, ,22876930
8705,1185,32605,MIREVAL. RM114 3090,2018,RM613_RM612,compteur tournant,comptage bidirectionnel,3,7,0,3372,2993,70,364 (7h15 - 8h15),267 (16h15 - 17h15),34,88,75,du 16/03/2018 au 01/08/2018,138, ,UNKNOWN, ,secondary,Fabrègues, ,22876930
5644,1304,32764,CLAPIERS. Boulevard de la Liberte,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,8742,7704,281,,,,,,du 05/11/2018 au 13/11/2018,8,Boulevard de la Liberté,UNKNOWN, ,tertiary,Clapiers, ,23169830
5642,1304,32764,CLAPIERS. Boulevard de la Liberte,2018,Freche_Vendargues,compteur ponctuel,comptage bidirectionnel,3,1,0,4432,3933,250,333 (11h30 - 12h30),539 (17h00 - 18h00),13,50,43,du 05/11/2018 au 13/11/2018,8,Boulevard de la Liberté,UNKNOWN, ,tertiary,Clapiers, ,23169830
5643,1304,32764,CLAPIERS. Boulevard de la Liberte,2018,Vendargues_Freche,compteur ponctuel,comptage bidirectionnel,3,1,1,4310,3771,31,620 (7h30 - 8h30),381 (17h15 - 18h15),6,48,39,du 05/11/2018 au 13/11/2018,8,Boulevard de la Liberté,UNKNOWN, ,tertiary,Clapiers, ,23169830
8686,1192,33125,LAVERUNE. RM5E2 3134,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,4407,3834,147,,,,,,du 20/03/2018 au 06/08/2018,139,Route de Saint Georges d'Orques,UNKNOWN, ,tertiary,Lavérune, ,35987739
8685,1192,33125,LAVERUNE. RM5E2 3134,2018,RM5E5_RM5,compteur tournant,comptage bidirectionnel,3,7,1,2205,1876,96,218 (7h15 - 8h15),209 (16h15 - 17h15),18,82,69,du 20/03/2018 au 06/08/2018,139,Route de Saint Georges d'Orques,UNKNOWN, ,tertiary,Lavérune, ,35987739
8684,1192,33125,LAVERUNE. RM5E2 3134,2018,RM5_RM5E5,compteur tournant,comptage bidirectionnel,3,7,0,2202,1958,51,148 (11h45 - 12h45),235 (17h00 - 18h00),9,78,67,du 20/03/2018 au 06/08/2018,139,Route de Saint Georges d'Orques,UNKNOWN, ,tertiary,Lavérune, ,35987739
5304,1189,33415,PIGNAN. RM27 3138,2018,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,2616,2395,52,,,,,,du 21/03/2018 au 03/08/2018,135,Route de Murviel,UNKNOWN, ,tertiary,Pignan, ,34150573
5303,1189,33415,PIGNAN. RM27 3138,2018,RM5_RM27E5,compteur tournant,comptage bidirectionnel,3,7,1,1434,1311,28,89 (7h45 - 8h45),153 (17h00 - 18h00),33,78,66,du 21/03/2018 au 03/08/2018,135,Route de Murviel,UNKNOWN, ,tertiary,Pignan, ,34150573
5302,1189,33415,PIGNAN. RM27 3138,2018,RM27E5_RM5,compteur tournant,comptage bidirectionnel,3,7,0,1182,1084,24,97 (7h30 - 8h30),114 (16h30 - 17h30),42,81,69,du 21/03/2018 au 03/08/2018,135,Route de Murviel,UNKNOWN, ,tertiary,Pignan, ,34150573
1843,619,34222,MONTPELLIER. Avenue Pablo Neruda,2018,Sens cumulés,compteur permanent,comptage bidirectionnel,3,8,Z,35115,37034,1671,,,,,,du 05/12/2018 au 11/12/2018,6,Avenue Pablo Neruda,YES, ,primary,Montpellier, ,22950246
1842,619,34222,MONTPELLIER. Avenue Pablo Neruda,2018,Mohammed V_Artaud,compteur permanent,comptage bidirectionnel,3,8,1,17770,18637,663,1515 (8h00 - 9h00),1266 (18h00 - 19h00),52,65,50,du 05/12/2018 au 11/12/2018,6,Avenue Pablo Neruda,YES, ,primary,Montpellier, ,22950246
1841,619,34222,MONTPELLIER. Avenue Pablo Neruda,2018,Artaud_Mohammed V,compteur permanent,comptage bidirectionnel,3,8,0,17345,18397,1008,1140 (12h00 - 13h00),1681 (17h00 - 18h00),5,48,41,du 05/12/2018 au 11/12/2018,6,Avenue Pablo Neruda,YES, ,primary,Montpellier, ,22950246
1924,474,34233,MONTPELLIER. Avenue de Heidelberg,2018,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,3877,4067,,,,,,,du 05/12/2018 au 11/12/2018,6,Avenue de Heidelberg,UNKNOWN, ,tertiary,Montpellier, ,36197327
1923,474,34233,MONTPELLIER. Avenue de Heidelberg,2018,Louisville_Foret Noire,compteur ponctuel,comptage bidirectionnel,3,3,1,2245,2390,,216 (11h00 - 12h00),220 (17h00 - 18h00),16,51,39,du 05/12/2018 au 11/12/2018,6,Avenue de Heidelberg,UNKNOWN, ,tertiary,Montpellier, ,36197327
1922,474,34233,MONTPELLIER. Avenue de Heidelberg,2018,Foret Noire_Louisville,compteur ponctuel,comptage bidirectionnel,3,3,0,1632,1677,,138 (12h00 - 13h00),144 (13h00 - 14h00),8,48,35,du 05/12/2018 au 11/12/2018,6,Avenue de Heidelberg,UNKNOWN, ,tertiary,Montpellier, ,36197327
